Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2015-01-01,MCB,307.0,311.989990234375,306.04998779296875,308.9800109863281,84.24273681640625,110200
2015-01-02,MCB,308.0,313.0,308.0,311.8999938964844,85.03880310058594,128600
2015-01-05,MCB,311.0,311.0,307.8599853515625,309.1300048828125,84.28363037109375,746000
2015-01-06,MCB,305.0199890136719,311.0,305.0199890136719,309.95001220703125,84.50715637207031,158800
2015-01-07,MCB,308.5,324.0,308.0,319.6499938964844,87.15185546875,1803900
2015-01-08,MCB,319.6499938964844,321.0,314.1099853515625,316.30999755859375,86.24120330810547,217200
2015-01-09,MCB,317.5,318.0,309.5,311.04998779296875,84.80712127685547,119300
2015-01-12,MCB,311.0,319.0,311.0,317.0899963378906,86.45387268066406,265000
2015-01-13,MCB,317.5,319.70001220703125,315.0,318.79998779296875,86.92008972167969,157100
2015-01-14,MCB,319.9800109863281,323.989990234375,317.04998779296875,320.05999755859375,87.26362609863281,641900
2015-01-15,MCB,322.0,325.5,319.0,321.3399963378906,87.61263275146484,146100
2015-01-16,MCB,320.0,328.0,320.0,326.1099853515625,88.91314697265625,215400
2015-01-19,MCB,326.989990234375,331.25,324.6000061035156,330.67999267578125,90.15914154052734,250400
2015-01-20,MCB,331.5,336.0,328.1300048828125,334.3999938964844,91.17341613769531,293600
2015-01-21,MCB,333.0,335.8999938964844,333.0,334.8699951171875,91.30152130126953,144900
2015-01-22,MCB,333.010009765625,335.489990234375,331.6000061035156,334.8500061035156,91.29610443115234,84100
2015-01-23,MCB,335.0,335.0,328.29998779296875,329.75,89.9056167602539,194100
2015-01-26,MCB,333.0,335.0,330.0,333.7699890136719,91.00164031982422,83800
2015-01-27,MCB,331.010009765625,334.7099914550781,330.1000061035156,332.489990234375,90.65267944335938,281600
2015-01-28,MCB,332.989990234375,335.0,329.05999755859375,333.9599914550781,91.05345153808594,392400
2015-01-29,MCB,333.95001220703125,336.0,332.010009765625,334.80999755859375,91.28520202636719,70500
2015-01-30,MCB,333.1000061035156,336.0,333.1000061035156,334.82000732421875,91.28792572021484,116700
2015-02-02,MCB,334.5,336.0,331.0,334.5,91.20066833496094,268600
2015-02-03,MCB,334.5,343.0,332.0,338.82000732421875,92.37849426269531,312000
2015-02-04,MCB,337.94000244140625,340.0,327.79998779296875,331.75,90.45091247558594,500200
2015-02-05,MCB,331.75,331.75,331.75,331.75,90.45091247558594,0
2015-02-06,MCB,331.9800109863281,331.9800109863281,319.79998779296875,321.2699890136719,87.5935287475586,1337500
2015-02-09,MCB,322.5,323.0199890136719,312.8999938964844,314.5199890136719,85.75318908691406,121900
2015-02-10,MCB,314.760009765625,316.3999938964844,313.6000061035156,314.32000732421875,85.69864654541016,74400
2015-02-11,MCB,314.0,316.0,313.0,314.3299865722656,85.70136260986328,120000
2015-02-12,MCB,316.8999938964844,316.8999938964844,303.20001220703125,305.2200012207031,83.217529296875,206400
2015-02-13,MCB,305.0,314.57000732421875,302.010009765625,306.7200012207031,83.62651824951172,137500
2015-02-16,MCB,306.7200012207031,309.45001220703125,302.5,303.3800048828125,82.71588134765625,87200
2015-02-17,MCB,307.989990234375,307.989990234375,301.07000732421875,301.8800048828125,82.30691528320312,96100
2015-02-18,MCB,304.20001220703125,304.20001220703125,299.0,301.4100036621094,82.17875671386719,73700
