Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2015-01-01,PIOC,86.0,89.69999694824219,86.0,89.01000213623047,54.342647552490234,3803500
2015-01-02,PIOC,89.75,90.19999694824219,87.55000305175781,87.94000244140625,53.68938064575195,3617500
2015-01-05,PIOC,88.0,88.69999694824219,86.5999984741211,86.93000030517578,53.07276153564453,2470000
2015-01-06,PIOC,86.51000213623047,87.94999694824219,86.25,87.16000366210938,53.21318817138672,1116000
2015-01-07,PIOC,87.19999694824219,87.9000015258789,85.5999984741211,85.80000305175781,52.38285827636719,2562500
2015-01-08,PIOC,86.0,86.69999694824219,83.9000015258789,84.25,51.43655776977539,1586000
2015-01-09,PIOC,84.75,85.98999786376953,84.1500015258789,84.5999984741211,51.650238037109375,1189500
2015-01-12,PIOC,85.23999786376953,85.25,83.36000061035156,83.66999816894531,51.08244705200195,1302500
2015-01-13,PIOC,84.0,85.4000015258789,83.16000366210938,85.12000274658203,51.96771240234375,1618500
2015-01-14,PIOC,85.69999694824219,86.4000015258789,85.0,85.52999877929688,52.21802520751953,1338000
2015-01-15,PIOC,85.69000244140625,86.4000015258789,84.12000274658203,84.76000213623047,51.7479248046875,1193000
2015-01-16,PIOC,84.75,86.88999938964844,84.5,85.87000274658203,52.425601959228516,2255500
2015-01-19,PIOC,86.19999694824219,86.69000244140625,85.4000015258789,85.91000366210938,52.45002746582031,848000
2015-01-20,PIOC,86.44000244140625,86.94999694824219,85.80999755859375,86.25,52.6576042175293,1897500
2015-01-21,PIOC,86.48999786376953,89.30000305175781,86.30999755859375,86.77999877929688,52.981178283691406,4968000
2015-01-22,PIOC,86.5,86.5,84.5,84.69999694824219,51.7112922668457,1100000
2015-01-23,PIOC,84.5,85.5999984741211,83.80999755859375,84.61000061035156,51.65633773803711,715000
2015-01-26,PIOC,87.0999984741211,87.30000305175781,84.80999755859375,85.27999877929688,52.065391540527344,2634000
2015-01-27,PIOC,85.5,89.54000091552734,84.72000122070312,89.44999694824219,54.611270904541016,6855500
2015-01-28,PIOC,89.98999786376953,91.5999984741211,87.5,87.86000061035156,53.640533447265625,3717000
2015-01-29,PIOC,87.94000244140625,91.0,87.94000244140625,90.0999984741211,55.00810623168945,3209500
2015-01-30,PIOC,90.69000244140625,93.73999786376953,90.29000091552734,91.80000305175781,56.0460090637207,7370000
2015-02-02,PIOC,92.3499984741211,92.44999694824219,89.55000305175781,90.4000015258789,55.191261291503906,3717000
2015-02-03,PIOC,90.12999725341797,90.12999725341797,87.5,88.2699966430664,53.890872955322266,1357000
2015-02-04,PIOC,88.63999938964844,89.0,86.0,86.47000122070312,52.79191207885742,910500
2015-02-05,PIOC,86.47000122070312,86.47000122070312,86.47000122070312,86.47000122070312,52.79191207885742,0
2015-02-06,PIOC,86.5,88.44000244140625,86.30000305175781,87.62999725341797,53.5001106262207,1290000
2015-02-09,PIOC,87.55999755859375,88.55000305175781,86.30000305175781,86.58000183105469,52.859066009521484,755000
