Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2015-01-01,FCCL,23.066665649414062,23.884443283081055,23.040000915527344,23.786666870117188,15.896236419677734,10645312
2015-01-02,FCCL,23.955554962158203,24.85333251953125,23.39555549621582,24.711111068725586,16.51402473449707,30260812
2015-01-05,FCCL,24.782222747802734,25.11111068725586,24.453332901000977,24.50666618347168,16.377397537231445,16642687
2015-01-06,FCCL,24.50666618347168,25.226665496826172,24.355554580688477,24.551111221313477,16.407102584838867,12615187
2015-01-07,FCCL,24.657777786254883,24.91555404663086,24.586666107177734,24.675554275512695,16.490266799926758,6105937
2015-01-08,FCCL,24.8266658782959,24.95111083984375,24.622222900390625,24.817777633666992,16.585309982299805,6493500
2015-01-09,FCCL,24.8799991607666,25.422222137451172,24.7288875579834,25.066665649414062,16.751636505126953,9493312
2015-01-12,FCCL,25.066665649414062,25.226665496826172,24.675554275512695,24.746665954589844,16.53778648376465,5509687
2015-01-13,FCCL,24.799999237060547,25.92888832092285,24.622222900390625,25.61777687072754,17.11993408203125,10923750
2015-01-14,FCCL,25.937776565551758,26.035554885864258,25.65333366394043,25.91111183166504,17.31596565246582,9768937
2015-01-15,FCCL,26.044443130493164,26.311111450195312,25.733333587646484,25.795555114746094,17.238740921020508,11209500
2015-01-16,FCCL,25.866666793823242,25.866666793823242,25.520000457763672,25.591110229492188,17.102115631103516,4742437
2015-01-19,FCCL,25.537776947021484,26.133333206176758,25.537776947021484,25.751110076904297,17.20903778076172,6251625
2015-01-20,FCCL,25.955554962158203,26.0,25.55555534362793,25.920000076293945,17.321908950805664,10395562
2015-01-21,FCCL,25.97333335876465,26.08888816833496,25.55555534362793,25.697776794433594,17.17340087890625,7113375
2015-01-22,FCCL,25.688888549804688,25.866666793823242,25.262222290039062,25.36888885498047,16.95360565185547,4727250
2015-01-23,FCCL,25.511110305786133,25.857776641845703,24.9777774810791,25.49333381652832,17.036771774291992,9502312
2015-01-26,FCCL,26.462221145629883,26.479999542236328,25.884443283081055,25.982221603393555,17.363487243652344,14529937
2015-01-27,FCCL,25.991111755371094,26.168888092041016,25.822221755981445,25.893333435058594,17.30408477783203,5510250
2015-01-28,FCCL,26.0,26.133333206176758,25.600000381469727,25.626665115356445,17.125873565673828,4901062
