Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2015-01-02,PSMC,365.0,370.0,353.1499938964844,355.989990234375,300.89508056640625,346200
2015-01-05,PSMC,358.9700012207031,360.2900085449219,354.989990234375,356.7300109863281,301.5205993652344,108900
2015-01-06,PSMC,356.0,367.0,354.0,358.6300048828125,303.12652587890625,330700
2015-01-07,PSMC,360.0,375.0,359.010009765625,369.1400146484375,312.0099792480469,673000
2015-01-08,PSMC,372.0,385.989990234375,369.5,384.05999755859375,324.620849609375,911000
2015-01-09,PSMC,390.0,398.0,389.25,392.1099853515625,331.4249572753906,511100
2015-01-12,PSMC,394.0,402.010009765625,393.0,396.8999938964844,335.4737243652344,573700
2015-01-13,PSMC,396.5,415.8500061035156,395.5,413.1499938964844,349.208740234375,1023600
2015-01-14,PSMC,414.989990234375,432.0,414.989990234375,423.07000732421875,357.5934753417969,571100
2015-01-15,PSMC,422.0,428.0,413.25,415.3900146484375,351.10205078125,406300
2015-01-16,PSMC,416.0,419.75,405.5,407.8399963378906,344.72052001953125,130200
2015-01-20,PSMC,400.6000061035156,414.0,399.989990234375,409.4200134277344,346.0559997558594,403500
2015-01-21,PSMC,411.0,424.0,411.0,421.2699890136719,356.072021484375,590900
2015-01-22,PSMC,424.0,424.3999938964844,405.0,409.30999755859375,345.9630126953125,270000
2015-01-23,PSMC,406.0,412.0,400.0,401.010009765625,338.94757080078125,106800
2015-01-26,PSMC,408.0,421.05999755859375,407.0,421.05999755859375,355.8945617675781,762900
2015-01-27,PSMC,423.3800048828125,429.489990234375,421.8999938964844,425.4100036621094,359.5713195800781,721200
2015-01-28,PSMC,425.04998779296875,425.04998779296875,414.0,417.3800048828125,352.7840576171875,112900
2015-01-29,PSMC,415.5,424.0,414.010009765625,423.1600036621094,357.6695251464844,133800
2015-01-30,PSMC,425.0,439.70001220703125,423.0,429.2699890136719,362.8338928222656,289800
2015-02-02,PSMC,435.989990234375,437.0,425.04998779296875,426.25,360.28131103515625,91200
2015-02-03,PSMC,427.0,434.8999938964844,425.0,427.0299987792969,360.9405822753906,63300
2015-02-04,PSMC,426.5,437.0,426.0,428.1300048828125,361.870361328125,220300
2015-02-05,PSMC,428.1300048828125,428.1300048828125,428.1300048828125,428.1300048828125,361.870361328125,0
2015-02-06,PSMC,430.0,437.0,428.05999755859375,432.0299987792969,365.1667785644531,189200
2015-02-09,PSMC,434.0,443.0,432.0,439.2799987792969,371.2947082519531,354900
2015-02-10,PSMC,443.0,444.989990234375,431.010009765625,433.95001220703125,366.7896423339844,130600
2015-02-11,PSMC,436.0199890136719,450.8500061035156,436.0199890136719,444.3999938964844,375.622314453125,394500
2015-02-12,PSMC,445.0,447.8999938964844,424.0,435.54998779296875,368.1419982910156,221100
2015-02-13,PSMC,436.5,439.0,429.54998779296875,432.4800109863281,365.547119140625,54600
2015-02-17,PSMC,431.0,433.0,420.0,422.80999755859375,357.37371826171875,70300
2015-02-18,PSMC,424.5,426.70001220703125,419.0,419.55999755859375,354.6266784667969,26100
2015-02-19,PSMC,422.0,427.8999938964844,422.0,426.3599853515625,360.37420654296875,26200
2015-02-20,PSMC,429.8999938964844,432.0,422.5,424.1400146484375,358.4978332519531,16400
2015-02-23,PSMC,428.989990234375,428.989990234375,423.0,423.0,357.5343017578125,11200
2015-02-24,PSMC,423.0,425.0,411.010009765625,413.6499938964844,349.63134765625,32400
2015-02-25,PSMC,418.79998779296875,428.0,417.0199890136719,422.0199890136719,356.7059631347656,70000
2015-02-26,PSMC,424.1499938964844,429.989990234375,421.989990234375,423.3999938964844,357.87237548828125,180800
2015-02-27,PSMC,422.0,427.989990234375,422.0,425.3999938964844,359.5628356933594,27400
2015-03-02,PSMC,429.8999938964844,429.8999938964844,417.0,420.29998779296875,355.252197265625,16600
2015-03-03,PSMC,415.010009765625,426.0,410.0,420.1700134277344,355.14227294921875,77500
2015-03-04,PSMC,421.5,435.5,421.0,425.9599914550781,360.0361328125,107500
2015-03-05,PSMC,428.95001220703125,428.95001220703125,422.0,426.17999267578125,360.2221374511719,64400
2015-03-06,PSMC,426.0,433.0,425.0,432.1300048828125,365.2513122558594,228800
2015-03-09,PSMC,434.45001220703125,435.0,425.0,425.5,359.6473693847656,100000
2015-03-10,PSMC,422.6499938964844,425.0,415.0,419.6099853515625,354.6689453125,47600
2015-03-11,PSMC,415.0,422.0,412.0,418.1300048828125,353.4179992675781,154300
2015-03-12,PSMC,419.1499938964844,438.0,419.1499938964844,434.3699951171875,367.1446228027344,145200
2015-03-13,PSMC,438.0,446.6600036621094,435.0,444.1199951171875,375.38568115234375,97500
2015-03-16,PSMC,449.0,449.0,431.0,433.7300109863281,366.6036682128906,73900
2015-03-17,PSMC,430.0,430.989990234375,425.70001220703125,428.45001220703125,362.140869140625,23700
2015-03-18,PSMC,431.0,431.0,407.0299987792969,407.0299987792969,344.035888671875,209500
2015-03-19,PSMC,392.0,399.989990234375,390.20001220703125,394.6099853515625,333.5380859375,95500
2015-03-20,PSMC,398.989990234375,402.8900146484375,397.25,399.3500061035156,337.5444641113281,153900
